Rank,Player,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
54,Dante Hall (FA),11,54,4.9,21,0,0,20,35,322,16.1,3,1,16,53.6,3.4,0.0%,2002,rb
55,Aveion Cason (FA),26,107,4.1,40,0,0,19,32,288,15.2,2,0,10,51.5,5.2,0.0%,2002,rb
56,Leon Johnson (FA),103,329,3.2,23,0,1,16,26,125,7.8,0,2,16,48.5,3.0,0.0%,2002,rb
57,Cory Schlesinger (FA),49,139,2.8,17,0,2,35,54,263,7.5,0,2,15,48.2,3.2,0.0%,2002,rb
58,Ladell Betts (FA),65,307,4.7,27,0,1,12,17,154,12.8,0,2,11,48.1,4.4,0.0%,2002,rb
59,Troy Hambrick (FA),79,317,4.0,18,0,1,21,24,99,4.7,0,1,16,45.6,2.9,0.0%,2002,rb
60,Bob Christian (FA),31,119,3.8,16,0,3,13,24,174,13.4,0,1,15,45.3,3.0,0.0%,2002,rb
61,Tony Fisher (FA),70,283,4.0,28,0,2,18,22,70,3.9,0,1,13,45.3,3.5,0.0%,2002,rb
62,William Henderson (FA),7,27,3.9,10,0,1,26,32,168,6.5,3,0,14,43.5,3.1,0.0%,2002,rb
63,Brad Hoover (FA),31,129,4.2,11,0,0,17,30,187,11.0,2,1,16,41.6,2.6,0.0%,2002,rb
64,John Simon (FA),9,18,2.0,13,0,1,16,17,167,10.4,3,1,11,40.5,3.7,0.0%,2002,rb
65,Rob Konrad (FA),3,2,0.7,2,0,0,34,45,233,6.9,3,1,15,39.5,2.6,0.0%,2002,rb
66,Tony Richardson (FA),22,81,3.7,14,0,2,18,23,125,6.9,1,0,13,38.6,3.0,0.0%,2002,rb
67,Michael Wiley (FA),22,168,7.6,46,0,1,13,29,144,11.1,0,0,16,37.2,2.3,0.0%,2002,rb
68,Chester Taylor (FA),33,122,3.7,17,0,0,14,22,129,9.2,2,1,15,37.1,2.5,0.0%,2002,rb
69,Olandis Gary (FA),37,147,4.0,26,0,1,18,20,148,8.2,0,0,9,35.5,3.9,0.0%,2002,rb
70,Robert Edwards (FA),20,107,5.4,19,0,1,18,23,126,7.0,1,0,11,35.3,3.2,0.0%,2002,rb
71,Richie Anderson (FA),5,27,5.4,16,0,0,45,56,257,5.7,1,0,16,34.4,2.2,0.0%,2002,rb
72,Mack Strong (FA),23,94,4.1,9,0,0,22,32,120,5.5,2,0,15,33.4,2.2,0.0%,2002,rb
73,Joel Makovicka (FA),5,54,10.8,22,0,0,15,19,81,5.4,3,0,10,31.5,3.2,0.0%,2002,rb
74,Robert Holcombe (FA),47,242,5.1,39,0,0,10,11,91,9.1,0,1,8,31.3,3.9,0.0%,2002,rb
75,Travis Minor (FA),44,180,4.1,23,0,2,0,0,0,0.0,0,0,16,30.0,1.9,0.0%,2002,rb
76,Marc Edwards (FA),31,96,3.1,17,0,0,23,32,196,8.5,0,0,15,29.2,1.9,0.0%,2002,rb
77,Brian Westbrook (FA),46,193,4.2,18,0,0,9,13,86,9.6,0,2,14,28.9,2.1,0.0%,2002,rb
78,Fred Beasley (FA),26,75,2.9,9,0,0,22,32,152,6.9,1,0,15,28.7,1.9,0.0%,2002,rb
79,Michael Cloud (FA),49,115,2.3,9,0,2,6,9,48,8.0,0,0,12,28.3,2.4,0.0%,2002,rb
80,Nick Goings (FA),50,188,3.8,20,0,0,18,29,91,5.1,0,1,13,27.9,2.1,0.0%,2002,rb
81,Najeh Davenport (FA),39,184,4.7,43,0,1,5,9,33,6.6,0,1,8,25.7,3.2,0.0%,2002,rb
82,Fred McCrary (FA),2,1,0.5,2,0,0,22,31,96,4.4,3,1,14,25.7,1.8,0.0%,2002,rb
83,Terrell Fletcher (FA),26,128,4.9,15,0,1,10,17,62,6.2,0,0,8,25.0,3.1,0.0%,2002,rb
84,Charles Stackhouse (FA),0,0,0.0,0,0,0,13,18,88,6.8,3,1,14,24.8,1.8,0.0%,2002,rb
85,Brandon Bennett (FA),33,155,4.7,29,0,0,18,25,109,6.1,0,1,12,24.4,2.0,0.0%,2002,rb
86,Alan Ricard (FA),14,58,4.1,19,0,2,10,14,60,6.0,0,0,12,23.8,2.0,0.0%,2002,rb
87,Stanley Pritchett (FA),1,2,2.0,2,0,0,19,27,165,8.7,1,0,12,22.7,1.9,0.0%,2002,rb
88,Nick Luchey (FA),12,59,4.9,10,0,2,7,8,46,6.6,0,0,10,22.5,2.3,0.0%,2002,rb
89,Lorenzo Neal (FA),9,31,3.4,9,0,0,21,29,133,6.3,1,0,16,22.4,1.4,0.0%,2002,rb
90,Dan Kreider (FA),6,16,2.7,5,0,0,18,25,122,6.8,1,0,14,21.8,1.6,0.0%,2002,rb
91,Rock Cartwright (FA),3,22,7.3,20,0,0,11,13,121,11.0,1,0,12,20.3,1.7,0.0%,2002,rb
92,Aaron Stecker (FA),28,174,6.2,59,0,0,13,16,69,5.3,0,2,16,20.3,1.3,0.0%,2002,rb
93,Mike Green (FA),21,71,3.4,12,0,0,7,10,57,8.1,1,0,12,18.8,1.6,0.0%,2002,rb
94,Terry Kirby (FA),16,51,3.2,13,0,0,17,22,115,6.8,1,2,6,18.6,3.1,0.0%,2002,rb
95,Lamont Warren (FA),6,8,1.3,8,0,0,4,12,56,14.0,2,0,2,18.4,9.2,0.0%,2002,rb
96,Reuben Droughns (FA),4,11,2.8,9,0,1,5,7,53,10.6,1,0,14,18.4,1.3,0.0%,2002,rb
97,Adrian Peterson (FA),19,101,5.3,14,0,1,3,4,18,6.0,0,0,6,17.9,3.0,0.0%,2002,rb
98,Maurice Morris (FA),32,153,4.8,24,0,0,3,3,25,8.3,0,1,11,15.8,1.4,0.0%,2002,rb
99,Jerald Sowell (FA),1,0,0.0,0,0,0,9,13,85,9.4,1,0,15,14.5,1.0,0.0%,2002,rb
100,James Fenderson (FA),13,65,5.0,17,0,1,6,10,38,6.3,0,1,10,14.3,1.4,0.0%,2002,rb
101,Rondell Mealey (FA),11,36,3.3,18,0,1,7,9,45,6.4,0,0,3,14.1,4.7,0.0%,2002,rb
102,Chris Fuamatu-Ma'afala (FA),23,115,5.0,17,0,0,2,3,12,6.0,0,0,8,12.7,1.6,0.0%,2002,rb
103,Jon Ritchie (FA),0,0,0.0,0,0,0,10,21,66,6.6,1,0,14,12.6,0.9,0.0%,2002,rb
104,Paul Smith (FA),18,90,5.0,16,0,0,5,8,33,6.6,0,0,10,12.3,1.2,0.0%,2002,rb
105,Derrick Blaylock (FA),16,72,4.5,16,0,0,5,10,47,9.4,0,0,10,11.9,1.2,0.0%,2002,rb
106,Ricky Williams (FA),11,35,3.2,10,0,0,1,2,20,20.0,1,0,5,11.5,2.3,0.0%,2002,rb
107,Bryan Johnson (FA),1,0,0.0,0,0,0,15,19,114,7.6,0,0,15,11.4,0.8,0.0%,2002,rb
108,Robert Thomas (FA),10,31,3.1,14,0,0,12,16,80,6.7,0,0,13,11.1,0.9,0.0%,2002,rb
109,Jarrod Baxter (FA),7,14,2.0,6,0,0,5,10,33,6.6,1,0,13,10.7,0.8,0.0%,2002,rb
110,Cecil Martin (FA),1,-4,-4.0,0,0,0,15,22,126,8.4,0,1,13,10.2,0.8,0.0%,2002,rb
111,Rudi Johnson (FA),17,67,3.9,13,0,0,6,10,34,5.7,0,0,5,10.1,2.0,0.0%,2002,rb
112,Damien Anderson (FA),24,65,2.7,14,0,0,3,7,36,12.0,0,0,7,10.1,1.4,0.0%,2002,rb
113,Randy Jordan (FA),3,14,4.7,12,0,1,2,4,19,9.5,0,0,7,9.3,1.3,0.0%,2002,rb
114,Doug Chapman (FA),12,89,7.4,27,0,0,0,1,0,0.0,0,0,6,8.9,1.5,0.0%,2002,rb
115,Omar Easy (FA),0,0,0.0,0,0,0,3,5,23,7.7,1,0,6,8.3,1.4,0.0%,2002,rb
116,Heath Evans (FA),17,53,3.1,8,0,0,8,12,41,5.1,0,1,9,7.4,0.8,0.0%,2002,rb
117,James Jackson (FA),12,54,4.5,18,0,0,3,5,9,3.0,0,0,9,6.3,0.7,0.0%,2002,rb
118,Brian Mitchell (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,6.3,0.4,0.0%,2002,rb
119,Jesse Chatman (FA),6,19,3.2,11,0,0,3,3,44,14.7,0,0,6,6.3,1.1,0.0%,2002,rb
120,Verron Haynes (FA),10,51,5.1,20,0,0,3,7,10,3.3,0,0,10,6.1,0.6,0.0%,2002,rb
121,Rafael Cooper (FA),12,57,4.8,18,0,0,1,3,4,4.0,0,0,5,6.1,1.2,0.0%,2002,rb
122,Trung Canidate (FA),17,48,2.8,22,0,0,4,6,31,7.8,0,1,10,5.9,0.6,0.0%,2002,rb
123,Sammy Morris (FA),2,5,2.5,5,0,0,3,4,48,16.0,0,0,15,5.3,0.4,0.0%,2002,rb
124,Greg Comella (FA),1,0,0.0,0,0,0,10,15,70,7.0,0,1,7,5.0,0.7,0.0%,2002,rb
125,Shawn Bryson (FA),13,35,2.7,10,0,0,1,3,9,9.0,0,0,4,4.4,1.1,0.0%,2002,rb
126,Jameel Cook (FA),0,0,0.0,0,0,0,4,6,43,10.8,0,0,7,4.3,0.6,0.0%,2002,rb
127,Sean Bennett (FA),0,0,0.0,0,0,0,5,6,37,7.4,0,0,6,3.7,0.6,0.0%,2002,rb
128,Daimon Shelton (FA),0,0,0.0,0,0,0,7,9,34,4.9,0,0,5,3.4,0.7,0.0%,2002,rb
129,Phillip Crosby (FA),0,0,0.0,0,0,0,4,8,33,8.3,0,0,10,3.3,0.3,0.0%,2002,rb
130,Patrick Pass (FA),4,27,6.8,13,0,0,0,0,0,0.0,0,0,10,2.7,0.3,0.0%,2002,rb
131,Terrelle Smith (FA),5,11,2.2,5,0,0,9,13,30,3.3,0,1,8,2.1,0.3,0.0%,2002,rb
132,Joe Montgomery (FA),7,20,2.9,5,0,0,0,0,0,0.0,0,0,1,2.0,2.0,0.0%,2002,rb
133,Curtis Keaton (FA),12,19,1.6,4,0,0,0,0,0,0.0,0,0,4,1.9,0.5,0.0%,2002,rb
134,Jim Finn (FA),5,8,1.6,5,0,0,6,9,31,5.2,0,1,10,1.9,0.2,0.0%,2002,rb
135,Travis Jervey (FA),10,17,1.7,9,0,0,0,0,0,0.0,0,0,5,1.7,0.3,0.0%,2002,rb
136,Detron Smith (FA),0,0,0.0,0,0,0,1,1,14,14.0,0,0,6,1.4,0.2,0.0%,2002,rb
137,Fred McAfee (FA),1,11,11.0,11,0,0,0,0,0,0.0,0,0,8,1.1,0.1,0.0%,2002,rb
138,Jay Graham (FA),1,3,3.0,3,0,0,2,2,6,3.0,0,0,2,0.9,0.5,0.0%,2002,rb
139,Chad Morton (FA),4,8,2.0,6,0,0,3,5,19,6.3,0,1,16,0.7,0.0,0.0%,2002,rb
140,J.R. Redmond (FA),4,2,0.5,5,0,0,2,3,5,2.5,0,0,4,0.7,0.2,0.0%,2002,rb
141,Eric Metcalf (FA),2,7,3.5,5,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,2002,rb
142,Jason McKie (FA),0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%,2002,rb
143,Joe Burns (FA),5,7,1.4,6,0,0,0,0,0,0.0,0,0,3,0.7,0.2,0.0%,2002,rb
144,Travis Stephens (FA),0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%,2002,rb
145,Patrick Washington (FA),0,0,0.0,0,0,0,1,3,5,5.0,0,0,8,0.5,0.1,0.0%,2002,rb
146,Richard Huntley (FA),3,4,1.3,3,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,2002,rb
147,Autry Denson (FA),2,2,1.0,3,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,2002,rb
148,Rod Smart (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,14,0.2,0.0,0.0%,2002,rb
149,Chris Hetherington (FA),1,0,0.0,0,0,0,1,2,2,2.0,0,0,3,0.2,0.1,0.0%,2002,rb
150,R.J. Bowers (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,3,0.0,0.0,0.0%,2002,rb
151,Harold Morrow (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,9,0.0,0.0,0.0%,2002,rb
152,Deon Dyer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2002,rb
153,Ronney Jenkins (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,12,0.0,0.0,0.0%,2002,rb
154,Sam Gash (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2002,rb
155,Jarmar Julien (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2002,rb
156,James Wofford (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%,2002,rb
157,KaRon Coleman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2002,rb
158,Joey Goodspeed (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%,2002,rb
159,Dennis McKinley (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,5,0.0,0.0,0.0%,2002,rb
160,Madre Hill (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,2002,rb
161,Vinny Sutherland (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2002,rb
162,Jamal Robertson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%,2002,rb
163,Terry Jackson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2002,rb
164,Darian Barnes (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2002,rb
165,Antonio Carter (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,9,0.0,0.0,0.0%,2002,rb
166,Maurice Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2002,rb
167,Damon Washington (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%,2002,rb
168,Elvis Joseph (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,11,0.0,0.0,0.0%,2002,rb
169,Chris Massey (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,5,0.0,0.0,0.0%,2002,rb
170,Moran Norris (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%,2002,rb
171,George Layne (FA),1,5,5.0,5,0,0,2,2,11,5.5,0,1,2,-0.4,-0.2,0.0%,2002,rb
172,Delvin Joyce (FA),2,2,1.0,1,0,0,1,2,5,5.0,0,1,12,-1.3,-0.1,0.0%,2002,rb
173,Rabih Abdullah (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,1,12,-2.0,-0.2,0.0%,2002,rb
1,Priest Holmes (FA),320,1420,4.4,31,0,27,74,90,690,9.3,0,1,16,371.0,23.2,0.0%,2003,rb
2,LaDainian Tomlinson (FA),313,1645,5.3,73,0,13,100,137,725,7.3,4,0,16,343.8,21.5,0.0%,2003,rb
3,Ahman Green (FA),355,1883,5.3,98,0,15,50,60,367,7.3,5,5,16,335.0,20.9,0.0%,2003,rb
4,Jamal Lewis (FA),387,2066,5.3,82,0,14,26,38,205,7.9,0,6,16,299.1,18.7,0.0%,2003,rb
