Rank,Player,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING LG,RECEIVING 20+,RECEIVING TD,RUSHING ATT,RUSHING YDS,RUSHING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
27,Alge Crumpler (FA),19,5,203,10.7,35,0,1,0,0,0,0,6,26.3,4.4,0.0%,2007,te
28,Will Heller (FA),13,6,82,6.3,25,0,3,0,0,0,0,16,26.2,1.6,0.0%,2007,te
29,Todd Heap (FA),19,0,201,10.6,37,0,1,0,0,0,0,4,26.1,6.5,0.0%,2007,te
30,Bo Scaife (FA),24,0,196,8.2,21,0,1,0,0,0,0,8,25.6,3.2,0.0%,2007,te
31,Brent Celek (FA),16,4,178,11.1,29,0,1,0,0,0,0,16,23.8,1.5,0.0%,2007,te
32,Delanie Walker (FA),21,1,174,8.3,26,0,1,0,0,0,0,16,23.4,1.5,0.1%,2007,te
33,David Martin (FA),15,0,111,7.4,14,0,2,0,0,0,0,7,23.1,3.3,0.0%,2007,te
34,Visanthe Shiancoe (FA),16,12,171,10.7,25,0,1,0,0,0,0,6,23.1,3.9,0.0%,2007,te
35,Dante Rosario (FA),6,3,108,18.0,54,0,2,0,0,0,0,16,22.8,1.4,0.0%,2007,te
36,Leonard Pope (FA),9,2,95,10.6,30,0,2,0,0,0,0,7,21.5,3.1,0.0%,2007,te
37,Matt Spaeth (FA),5,0,34,6.8,13,0,3,0,0,0,0,14,21.4,1.5,0.0%,2007,te
38,Bubba Franks (FA),14,0,90,6.4,12,0,2,0,0,0,0,5,21.0,4.2,0.0%,2007,te
39,Quinn Sypniewski (FA),22,0,148,6.7,13,0,1,0,0,0,0,6,20.8,3.5,0.0%,2007,te
40,Anthony Fasano (FA),14,0,143,10.2,26,0,1,0,0,0,0,16,20.3,1.3,0.1%,2007,te
41,Robert Royal (FA),13,4,136,10.5,27,0,1,0,0,0,0,6,19.6,3.3,0.0%,2007,te
42,Ernest Wilford (FA),17,0,191,11.2,33,0,0,0,0,0,0,8,19.1,2.4,0.0%,2007,te
43,Marcus Pollard (FA),12,0,123,10.3,22,0,1,0,0,0,0,5,18.3,3.7,0.0%,2007,te
44,Kyle Brady (FA),7,0,57,8.1,20,0,2,0,0,0,0,6,17.7,3.0,0.0%,2007,te
45,Joel Dreessen (FA),4,1,55,13.8,28,0,2,0,0,0,0,13,17.5,1.3,0.0%,2007,te
46,Sean McHugh (FA),9,0,155,17.2,46,0,0,0,0,0,0,6,15.5,2.6,0.0%,2007,te
47,Daniel Graham (FA),16,0,149,9.3,21,0,0,0,0,0,0,8,14.9,1.9,0.0%,2007,te
48,Michael Gaines (FA),13,2,85,6.5,14,0,1,0,0,0,0,7,14.5,2.1,0.0%,2007,te
49,Ben Hartsock (FA),12,0,138,11.5,27,0,0,0,0,0,0,16,13.8,0.9,0.0%,2007,te
50,Reggie Kelly (FA),11,0,131,11.9,23,0,0,0,0,0,0,7,13.1,1.9,0.0%,2007,te
51,Matt Schobel (FA),7,3,69,9.9,13,0,1,0,0,0,0,7,12.9,1.8,0.0%,2007,te
52,Ben Utecht (FA),11,0,127,11.5,30,0,0,0,0,0,0,6,12.7,2.1,0.0%,2007,te
53,Billy Miller (FA),8,0,125,15.6,57,0,0,0,0,0,0,5,12.5,2.5,0.0%,2007,te
54,Tony Curtis (FA),2,0,3,1.5,2,0,2,0,0,0,0,4,12.3,3.1,0.0%,2007,te
